paths,labels
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_mv1YJY_1654869040412.jpg,"{'filename': 'scraped_mv1YJY_1654869040412.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [641, 639, 1107, 1111], 'all_points_y': [297, 487, 490, 297]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [778, 779, 1028, 1022], 'all_points_y': [454, 384, 386, 456]}, 'region_attributes': {'identity': 'odometer', 'reading': '66397'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_sQO2FL_1654868991827.jpg,"{'filename': 'scraped_sQO2FL_1654868991827.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [604, 605, 728, 728], 'all_points_y': [222, 379, 379, 223]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [633, 634, 690, 690], 'all_points_y': [336, 310, 311, 336]}, 'region_attributes': {'identity': 'odometer', 'reading': '42191'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_G1kuFN_1654868938059.jpg,"{'filename': 'scraped_G1kuFN_1654868938059.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [565, 571, 785, 785], 'all_points_y': [240, 464, 468, 238]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [653, 653, 715, 716], 'all_points_y': [373, 404, 405, 373]}, 'region_attributes': {'identity': 'odometer', 'reading': '1600'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_klYN44_1654869054256.jpg,"{'filename': 'scraped_klYN44_1654869054256.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [491, 493, 852, 848], 'all_points_y': [168, 440, 444, 168]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [762, 761, 814, 816], 'all_points_y': [433, 415, 415, 433]}, 'region_attributes': {'identity': 'odometer', 'reading': '11835'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_IMRHAl_1654868851494.jpg,"{'filename': 'scraped_IMRHAl_1654868851494.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [787, 789, 931, 931], 'all_points_y': [343, 423, 420, 343]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [836, 834, 907, 907], 'all_points_y': [384, 413, 409, 381]}, 'region_attributes': {'identity': 'odometer', 'reading': '75114'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_wCsfUc_1654868835739.jpg,"{'filename': 'scraped_wCsfUc_1654868835739.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [620, 625, 752, 753], 'all_points_y': [273, 444, 441, 275]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [650, 648, 714, 714], 'all_points_y': [370, 393, 393, 370]}, 'region_attributes': {'identity': 'odometer', 'reading': '68208'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_IKROkg_1654868943791.jpg,"{'filename': 'scraped_IKROkg_1654868943791.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [578, 581, 757, 755], 'all_points_y': [256, 365, 365, 256]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [591, 591, 678, 679], 'all_points_y': [323, 354, 354, 322]}, 'region_attributes': {'identity': 'odometer', 'reading': '028191'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_sLfsFr_1654868902721.jpg,"{'filename': 'scraped_sLfsFr_1654868902721.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [557, 556, 740, 741], 'all_points_y': [263, 416, 416, 266]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [625, 625, 693, 693], 'all_points_y': [386, 411, 412, 382]}, 'region_attributes': {'identity': 'odometer', 'reading': '75444'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_Ntmoww_1654868869271.jpg,"{'filename': 'scraped_Ntmoww_1654868869271.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [925, 926, 1057, 1054], 'all_points_y': [287, 450, 449, 283]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [952, 952, 1023, 1024], 'all_points_y': [374, 404, 404, 373]}, 'region_attributes': {'identity': 'odometer', 'reading': '97734'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_iomDPs_1654869030717.jpg,"{'filename': 'scraped_iomDPs_1654869030717.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [483, 487, 848, 852], 'all_points_y': [85, 272, 272, 90]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [568, 569, 688, 690], 'all_points_y': [246, 202, 203, 244]}, 'region_attributes': {'identity': 'odometer', 'reading': '117127'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_2E89x9_1654868957674.jpg,"{'filename': 'scraped_2E89x9_1654868957674.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [654, 653, 938, 935], 'all_points_y': [468, 587, 588, 470]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [704, 704, 819, 820], 'all_points_y': [534, 501, 502, 535]}, 'region_attributes': {'identity': 'odometer', 'reading': '11244'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_ZddHzI_1654868824277.jpg,"{'filename': 'scraped_ZddHzI_1654868824277.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [669, 588, 588, 668], 'all_points_y': [307, 305, 336, 337]}, 'region_attributes': {'identity': 'odometer', 'reading': '043841'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [559, 559, 676, 676], 'all_points_y': [287, 428, 428, 288]}, 'region_attributes': {'identity': 'LCD', 'reading': ''}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_RzTb1a_1654868872106.jpg,"{'filename': 'scraped_RzTb1a_1654868872106.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [612, 612, 783, 782], 'all_points_y': [359, 440, 440, 359]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [672, 671, 745, 744], 'all_points_y': [399, 431, 431, 398]}, 'region_attributes': {'identity': 'odometer', 'reading': '22772'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_R5pg8x_1654868874830.jpg,"{'filename': 'scraped_R5pg8x_1654868874830.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [536, 538, 733, 729], 'all_points_y': [483, 534, 534, 485]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [608, 608, 703, 701], 'all_points_y': [493, 527, 527, 495]}, 'region_attributes': {'identity': 'odometer', 'reading': '89098'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_NH5yGY_1654869095467.jpg,"{'filename': 'scraped_NH5yGY_1654869095467.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [804, 804, 922, 922], 'all_points_y': [277, 329, 329, 279]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [816, 816, 892, 892], 'all_points_y': [318, 292, 293, 318]}, 'region_attributes': {'identity': 'odometer', 'reading': '132677'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_ZtUjio_1654869059466.jpg,"{'filename': 'scraped_ZtUjio_1654869059466.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [458, 457, 725, 734], 'all_points_y': [604, 487, 482, 601]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [518, 520, 611, 610], 'all_points_y': [598, 567, 568, 595]}, 'region_attributes': {'identity': 'odometer', 'reading': '70313'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_sWGiI2_1654868980341.jpg,"{'filename': 'scraped_sWGiI2_1654868980341.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [557, 553, 741, 742], 'all_points_y': [185, 421, 425, 190]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [657, 657, 705, 707], 'all_points_y': [408, 383, 382, 407]}, 'region_attributes': {'identity': 'odometer', 'reading': '77722'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_U5AAsP_1654868842734.jpg,"{'filename': 'scraped_U5AAsP_1654868842734.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [614, 613, 738, 741], 'all_points_y': [239, 417, 417, 239]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [661, 659, 725, 725], 'all_points_y': [288, 311, 311, 288]}, 'region_attributes': {'identity': 'odometer', 'reading': '17247'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_vavvH1_1654868948061.jpg,"{'filename': 'scraped_vavvH1_1654868948061.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [616, 616, 717, 719], 'all_points_y': [342, 365, 366, 343]}, 'region_attributes': {'identity': 'odometer', 'reading': '075569'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [612, 612, 723, 721], 'all_points_y': [333, 373, 373, 334]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_tHb2o8_1654869066295.jpg,"{'filename': 'scraped_tHb2o8_1654869066295.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [608, 606, 886, 886], 'all_points_y': [358, 419, 420, 359]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [750, 751, 835, 835], 'all_points_y': [409, 381, 383, 412]}, 'region_attributes': {'identity': 'odometer', 'reading': '15896'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_CHEH1s_1654868884228.jpg,"{'filename': 'scraped_CHEH1s_1654868884228.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [868, 867, 1178, 1180], 'all_points_y': [244, 534, 536, 247]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [978, 980, 1068, 1067], 'all_points_y': [352, 388, 390, 356]}, 'region_attributes': {'identity': 'odometer', 'reading': '012595'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_CgOvJx_1654869009887.jpg,"{'filename': 'scraped_CgOvJx_1654869009887.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [639, 642, 839, 835], 'all_points_y': [273, 129, 133, 277]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [654, 654, 730, 728], 'all_points_y': [266, 237, 238, 266]}, 'region_attributes': {'identity': 'odometer', 'reading': '81475.3'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_Zu8dwP_1654868841511.jpg,"{'filename': 'scraped_Zu8dwP_1654868841511.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [680, 680, 800, 802], 'all_points_y': [320, 347, 347, 318]}, 'region_attributes': {'identity': 'odometer', 'reading': '013785'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [675, 674, 808, 810], 'all_points_y': [309, 353, 353, 308]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_EtupWg_1654868822869.jpg,"{'filename': 'scraped_EtupWg_1654868822869.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [560, 563, 708, 709], 'all_points_y': [289, 421, 421, 288]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [664, 574, 573, 665], 'all_points_y': [365, 365, 398, 399]}, 'region_attributes': {'identity': 'odometer', 'reading': '067188'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_WlRjpC_1654868977520.jpg,"{'filename': 'scraped_WlRjpC_1654868977520.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [597, 601, 745, 748], 'all_points_y': [215, 440, 439, 217]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [651, 651, 721, 721], 'all_points_y': [331, 305, 307, 332]}, 'region_attributes': {'identity': 'odometer', 'reading': '72720'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_3L8JK1_1654868913841.jpg,"{'filename': 'scraped_3L8JK1_1654868913841.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [309, 304, 486, 493], 'all_points_y': [370, 555, 557, 369]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [375, 373, 449, 452], 'all_points_y': [453, 483, 484, 454]}, 'region_attributes': {'identity': 'odometer', 'reading': '68813'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_VCmCRX_1654869094114.jpg,"{'filename': 'scraped_VCmCRX_1654869094114.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [623, 623, 754, 753], 'all_points_y': [255, 424, 427, 256]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [649, 650, 717, 717], 'all_points_y': [378, 350, 351, 379]}, 'region_attributes': {'identity': 'odometer', 'reading': '92196'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_Xu9kqO_1654868993222.jpg,"{'filename': 'scraped_Xu9kqO_1654868993222.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [676, 674, 863, 865], 'all_points_y': [350, 436, 437, 354]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [726, 728, 839, 838], 'all_points_y': [427, 390, 393, 431]}, 'region_attributes': {'identity': 'odometer', 'reading': '26606'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_7MsrCb_1654868963295.jpg,"{'filename': 'scraped_7MsrCb_1654868963295.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [597, 600, 721, 721], 'all_points_y': [494, 420, 423, 495]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [622, 622, 698, 699], 'all_points_y': [458, 435, 435, 460]}, 'region_attributes': {'identity': 'odometer', 'reading': '174300'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_KdleeU_1654869078504.jpg,"{'filename': 'scraped_KdleeU_1654869078504.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [499, 498, 789, 787], 'all_points_y': [388, 480, 486, 392]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [667, 667, 754, 752], 'all_points_y': [466, 440, 440, 468]}, 'region_attributes': {'identity': 'odometer', 'reading': '36800'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_R9ZadF_1654868956334.jpg,"{'filename': 'scraped_R9ZadF_1654868956334.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [444, 443, 841, 841], 'all_points_y': [230, 528, 531, 234]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [646, 646, 756, 753], 'all_points_y': [441, 398, 399, 444]}, 'region_attributes': {'identity': 'odometer', 'reading': '17503'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_hvjofM_1654868852695.jpg,"{'filename': 'scraped_hvjofM_1654868852695.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [587, 587, 907, 909], 'all_points_y': [513, 567, 571, 516]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [773, 771, 859, 859], 'all_points_y': [536, 559, 561, 536]}, 'region_attributes': {'identity': 'odometer', 'reading': '30058'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_VnBI9o_1654869042987.jpg,"{'filename': 'scraped_VnBI9o_1654869042987.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [910, 911, 1087, 1090], 'all_points_y': [361, 452, 454, 363]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [978, 978, 1048, 1048], 'all_points_y': [434, 408, 410, 435]}, 'region_attributes': {'identity': 'odometer', 'reading': '5386'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_Mn1kR8_1654868894232.jpg,"{'filename': 'scraped_Mn1kR8_1654868894232.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [538, 539, 820, 820], 'all_points_y': [457, 518, 516, 456]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [693, 691, 782, 783], 'all_points_y': [474, 509, 507, 475]}, 'region_attributes': {'identity': 'odometer', 'reading': '68179'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_4QzP3G_1654869089942.jpg,"{'filename': 'scraped_4QzP3G_1654869089942.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [580, 576, 816, 818], 'all_points_y': [542, 425, 421, 538]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [622, 622, 707, 707], 'all_points_y': [526, 497, 495, 524]}, 'region_attributes': {'identity': 'odometer', 'reading': '23731'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_zJtqTs_1654869075906.jpg,"{'filename': 'scraped_zJtqTs_1654869075906.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [774, 775, 905, 904], 'all_points_y': [361, 466, 468, 363]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [795, 795, 850, 851], 'all_points_y': [457, 432, 435, 457]}, 'region_attributes': {'identity': 'odometer', 'reading': '41506'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_ou8qpd_1654868844327.jpg,"{'filename': 'scraped_ou8qpd_1654868844327.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [501, 495, 847, 855], 'all_points_y': [145, 519, 516, 148]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [565, 564, 621, 621], 'all_points_y': [470, 493, 493, 470]}, 'region_attributes': {'identity': 'odometer', 'reading': '075217'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_p9gIZK_1654868953594.jpg,"{'filename': 'scraped_p9gIZK_1654868953594.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [662, 663, 841, 837], 'all_points_y': [342, 545, 545, 341]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [715, 715, 785, 786], 'all_points_y': [499, 473, 475, 500]}, 'region_attributes': {'identity': 'odometer', 'reading': '28904'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_tCyvdI_1654868987698.jpg,"{'filename': 'scraped_tCyvdI_1654868987698.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [544, 543, 756, 757], 'all_points_y': [514, 431, 431, 516]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [599, 603, 690, 688], 'all_points_y': [505, 473, 476, 505]}, 'region_attributes': {'identity': 'odometer', 'reading': '81974'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_Twi43p_1654869025383.jpg,"{'filename': 'scraped_Twi43p_1654869025383.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [660, 660, 753, 752], 'all_points_y': [318, 339, 339, 314]}, 'region_attributes': {'identity': 'odometer', 'reading': '143173'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [654, 654, 758, 760], 'all_points_y': [309, 345, 345, 306]}, 'region_attributes': {'identity': 'LCD'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_xPLEN2_1654868932613.jpg,"{'filename': 'scraped_xPLEN2_1654868932613.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [633, 631, 882, 882], 'all_points_y': [412, 465, 469, 412]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [782, 779, 860, 861], 'all_points_y': [428, 456, 458, 426]}, 'region_attributes': {'identity': 'odometer', 'reading': '15562'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_4wL2SZ_1654868954920.jpg,"{'filename': 'scraped_4wL2SZ_1654868954920.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [587, 585, 806, 807], 'all_points_y': [203, 362, 366, 205]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [672, 672, 745, 746], 'all_points_y': [312, 286, 287, 313]}, 'region_attributes': {'identity': 'odometer', 'reading': '70920'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_i12Ajj_1654868990457.jpg,"{'filename': 'scraped_i12Ajj_1654868990457.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [926, 926, 1063, 1063], 'all_points_y': [362, 427, 425, 365]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [946, 946, 1021, 1021], 'all_points_y': [409, 383, 383, 412]}, 'region_attributes': {'identity': 'odometer', 'reading': '69756'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_jYBO78_1654868883060.jpg,"{'filename': 'scraped_jYBO78_1654868883060.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [775, 775, 921, 921], 'all_points_y': [443, 507, 507, 444]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [798, 797, 882, 883], 'all_points_y': [461, 490, 488, 462]}, 'region_attributes': {'identity': 'odometer', 'reading': '105901'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_vilNbV_1654869070454.jpg,"{'filename': 'scraped_vilNbV_1654869070454.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [878, 880, 1058, 1057], 'all_points_y': [408, 302, 304, 408]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [898, 899, 983, 982], 'all_points_y': [395, 367, 372, 397]}, 'region_attributes': {'identity': 'odometer', 'reading': '22875'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_fcvPpf_1654868918027.jpg,"{'filename': 'scraped_fcvPpf_1654868918027.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [584, 581, 819, 817], 'all_points_y': [438, 554, 554, 434]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [650, 650, 742, 743], 'all_points_y': [491, 536, 535, 491]}, 'region_attributes': {'identity': 'odometer', 'reading': '66041'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_O7uRCP_1654869082884.jpg,"{'filename': 'scraped_O7uRCP_1654869082884.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [552, 555, 705, 705], 'all_points_y': [246, 445, 443, 248]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [604, 604, 679, 680], 'all_points_y': [323, 297, 297, 321]}, 'region_attributes': {'identity': 'odometer', 'reading': '113352'}}], 'file_attributes': {}}"
/home/chanukya/Downloads/ClearCut/train/62a4ff872be4ea4a151632af/scraped_RPLLhq_1654869063679.jpg,"{'filename': 'scraped_RPLLhq_1654869063679.jpg', 'size': 0, 'regions': [{'shape_attributes': {'name': 'polygon', 'all_points_x': [627, 629, 786, 783], 'all_points_y': [330, 553, 551, 328]}, 'region_attributes': {'identity': 'LCD'}}, {'shape_attributes': {'name': 'polygon', 'all_points_x': [643, 646, 733, 732], 'all_points_y': [502, 477, 477, 502]}, 'region_attributes': {'identity': 'odometer', 'reading': '105312'}}], 'file_attributes': {}}"
